#  
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-01-12T04:05:11 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.99+ (14-Oct-2013) 
#INFO -ref=VOTx36781 
#INFO MaxTuples=50000 
#INFO queryParameters=9 
#-oc.form=D.
#-source=I/311/hip2
#-c=Canopus,rd=40,eq=J2000
#-out=RArad
#-out=DErad
#-out=pmRA
#-out=pmDE
#-out=Hpmag
#-out=B-V
#
#INFO -c=095.987958-52.695661,rd=40. 
#

#RESOURCE=yCat_1311
#Name: I/311
#Title: Hipparcos, the New Reduction (van Leeuwen, 2007)
#Coosys J2000_1991.250: eq_FK5 J2000    
#Table I_311_hip2:
#Name: I/311/hip2
#Title: The Astrometric Catalogue
#---Details of Columns:
    RArad (deg)   (F12.8) Right Ascension in ICRS, Ep=1991.25 [ucd=pos.eq.ra;meta.main]
    DErad (deg)   (F12.8) Declination in ICRS, Ep=1991.25 [ucd=pos.eq.dec;meta.main]
    pmRA (mas/yr) (F8.2)  Proper motion in Right Ascension [ucd=pos.pm;pos.eq.ra]
    pmDE (mas/yr) (F8.2)  Proper motion in Declination [ucd=pos.pm;pos.eq.dec]
    Hpmag (mag)   (F7.4)  Hipparcos magnitude [ucd=phot.mag;em.opt.V]
072.14519441 -47.48975305    29.83    47.68  9.6077  0.608
072.14820743 -20.42942823    -3.04   -64.18  8.7093  0.471
072.16023047 -71.01978303    18.97    41.25  9.9094  0.457
072.16049904 -49.16995856    -1.46    -0.37  8.9588  0.310
072.16247204 -24.23210667     4.46    -1.33  9.0445  1.299
072.19594256 -60.25893762     1.94    -1.30  7.1142  1.348
072.19713896 -49.88560100   142.25   -13.15  8.2639  0.476
072.20832576 -23.27874878    51.33  -168.77  7.9532  0.526
072.21969648 -64.38814615     8.29    23.93  8.7226  0.997
072.22777996 -70.25921245    -4.26   -11.28  8.2227  1.057
072.23636994 -33.47239273   -41.78    32.69  8.1522  0.528
072.23931897 -47.13459878    42.34    34.28  7.4983  0.142
072.24104293 -67.71395104   -21.57   -24.86  7.6994  0.188
072.24169894 -28.72410171   -96.58    67.62  9.0898  0.774
072.25987535 -41.46609632   -39.21  -131.27  9.9472  0.730
072.26009138 -88.27117984     8.07    10.12  7.2060  1.728
072.26985191 -56.66663141   -10.71    21.89  6.6663  1.680
072.28920311 -35.08369966    63.22   143.37  7.8507  0.528
072.29269940 -21.89107322    -6.37    -1.58  8.0828  1.171
072.29437806 -42.38480955   -20.14     3.80  7.3077  0.170
072.29724690 -23.06157253     0.13     2.66  7.8427  1.405
072.29896983 -34.31177007    11.15   -27.29  6.9725  1.267
072.30164579 -69.45653041     0.79    -0.31 10.5665  0.179
072.30527832 -31.42653595   110.71   -21.14  8.0124  0.676
072.30780998 -41.58692103    10.34   -19.44  7.9091  1.126
072.31286195 -22.63470681    21.68  -234.04 11.3552  0.000
072.31997146 -79.35614730    -9.46     7.96  8.7566  1.232
072.33498507 -42.41368238   -21.96     3.89  7.3724  0.199
072.35596088 -43.35368935    45.72    -0.95  9.8792  0.384
072.38713298 -33.09377668   -57.24   -75.63  8.4799  0.508
072.38794269 -48.46297693    59.08    86.82  9.8040  0.732
072.40194686 -42.60821299    52.23   -21.99  8.6048  0.538
072.40384156 -53.88207957   133.33   231.52  7.7829  0.846
072.42427179 -22.25994863    -8.72     2.97 10.5016  0.504
072.42472485 -41.85406910    12.21     3.17  7.9709  1.490
072.44706186 -48.31137358    -9.23    11.83  7.8999  1.252
072.45075569 -54.45453842    -7.88    -9.50  7.7835 -0.001
072.46812656 -35.10735350   -26.13  -115.26  7.6360  0.901
072.48401182 -30.97057878   -13.34    12.14  7.5125  1.157
072.49618014 -51.71035907    17.06    -3.41  8.9396  0.484
072.51752250 -39.18099819   -94.70    49.38  8.6339  0.513
072.52165008 -46.17851867     6.68   -23.67  8.8250  1.091
072.52764198 -50.65701556    -3.40     3.10 11.6246  0.000
072.52898580 -58.80122291    18.38    26.15  7.6268  1.227
072.53096420 -36.35615947    -2.22    -3.90  9.1134  0.932
072.53176076 -54.19976842    -7.65    -6.75  9.4928  1.472
072.53530635 -30.26030563    23.75     2.32  8.1343  1.293
072.53678956 -52.41363196    55.12    90.99  9.2387  0.644
072.53793338 -58.52278538    17.93    14.58  8.4001  1.584
072.54509940 -57.73208009   -28.33    14.88  9.1404  0.493
072.55366701 -26.13100597   -28.95    -0.33  9.6308  0.854
072.55385779 -25.87837213   189.57   115.36  9.3559  0.753
072.55653867 -31.20818104    40.12   -16.49  9.4659  0.771
072.56743010 -41.32100992    -3.11    66.37  6.1392  0.408
072.57437455 -24.36879554    18.91   -18.93  8.0719  0.961
072.58020220 -67.98654731     5.05    -3.02 11.0819  1.340
072.58833119 -37.08694641    -9.16    13.39  8.6903  1.038
072.59944918 -51.05644628    12.83   -42.70  8.3069  0.563
072.61807904 -38.56023660    22.27   117.50  7.2929  0.526
072.62024028 -39.50147065     4.58     9.97  8.3806 -0.029
072.62038790 -26.02788435    40.66     0.82  9.4741  1.184
072.63269113 -27.10085615    15.60    11.45  7.4272  1.189
072.63706840 -85.37507500    48.94   -38.55  8.2647  0.614
072.64755450 -41.04762701    36.86    69.76  9.0804  0.737
072.64773829 -34.20719808    20.98    19.24  8.5392  0.747
072.66242810 -39.01149048    10.29    -1.22  9.3379  1.384
072.66842355 -45.66841039    22.13    19.03  8.0058  0.530
072.67561162 -29.77746920     3.93   -93.38  8.6988  0.600
072.67580028 -52.62783264     9.22    16.14  8.4367  1.008
072.68325461 -82.03251374   -17.98    -9.37 10.0221  0.730
072.68488182 -18.89998201    24.27   -35.68  7.4734  1.258
072.70418291 -72.42423419    17.25    17.95  9.4284  0.576
072.72482718 -26.12942434    15.65   -56.43  8.0740  1.113
072.73077757 -53.46172157   -80.62    87.78  5.6660  0.341
072.73301974 -34.01149870    18.76    14.53  8.9708  1.144
072.73574108 -53.45989963   -79.06    88.76  6.5905  0.483
072.76257901 -44.92578993     5.66    25.68  8.9672  0.379
072.76585486 -27.51973274    32.29     2.39  8.6895  0.512
072.77196458 -43.87608511    23.52    10.29  9.4569  0.345
072.78151464 -25.31000252     9.04     9.51  7.2016  0.106
072.78931683 -44.28030196    12.00    46.77  8.5494  1.013
072.79454716 -48.06259797     5.17     2.81  8.1974  1.466
072.80404374 -43.05186156    35.82    71.19  8.1944  0.469
072.80938968 -45.04635510     9.89     1.05  9.4518  1.226
072.83596689 -53.40608197   -80.93    84.39  9.1691  0.885
072.83693887 -68.06979897   -59.53    59.98  6.9418  0.615
072.83776964 -32.90215892     3.22     6.28  9.2629  1.668
072.85883873 -68.43997175     2.49    23.29  9.1467  1.093
072.86262039 -51.72558826    -4.05    12.35  6.6918  0.730
072.86668906 -49.39559694     0.60    79.62  8.3458  0.579
072.86749471 -34.90623212    24.90   -22.68  5.8634  0.105
072.88512616 -40.41405528   -23.53     2.10  9.3727  0.420
072.88978368 -22.32116590   -15.61    -7.28  9.6076  0.524
072.91265395 -59.01010163   -49.22   -91.50  8.9381  0.710
072.91881691 -31.56726191    96.58   -24.27  8.2025  0.586
072.92521765 -24.36749239    19.15    15.71  8.6740  1.208
072.92809721 -38.61055988    -0.40    13.81  7.9443  0.206
072.93154458 -47.10749609    59.39   133.49  9.5207  0.539
072.93287926 -55.61731210    -0.23     3.28  8.9766  1.064
072.94072250 -35.84016531   -90.66   -34.71  8.2857  0.766
072.94959382 -34.22146335    73.53     6.86  8.9659  0.655
072.95188817 -33.26903051   -15.12    11.96  7.9292  1.330
072.95973680 -18.85118308    83.33   -93.62 10.7257  0.472
072.97578327 -34.23868099    75.05     8.59  6.7989  0.533
072.98222727 -73.71833425   -17.42     0.24  9.8320  0.582
073.00380366 -28.05708364     9.69    17.70  9.9452  0.524
073.00837265 -46.85240907    -2.97   -12.64  7.2831  0.958
073.01324299 -72.99564911    85.53   114.13  8.0492  0.635
073.03776530 -62.15340485    40.47     6.40 10.2772  0.832
073.03898447 -19.39651003    -9.10    31.62  9.3795  1.112
073.04084033 -27.06408548   165.55   -27.75  9.2430  0.497
073.06596378 -36.32474703    15.95   -11.02  9.3089  0.648
073.08179114 -29.43223323    48.67    -5.37  8.7123  0.674
073.08413144 -89.27396064    21.92    22.70  8.9273  0.260
073.08382351 -82.47637135   138.59   149.61  8.7411  0.890
073.09105036 -78.27144037   -14.29   189.81  9.5740  0.686
073.09774473 -61.53996928    -8.57    -3.51  9.1548  0.444
073.10066045 -69.40394251    -4.56     8.74  8.5244  0.224
073.10864760 -60.63639521   -20.41   -10.01  8.4499  1.107
073.11767770 -55.69706831     0.52     5.17  7.6098 -0.199
073.12909491 -28.38056322    12.52    19.64 10.2354  0.230
073.14500407 -25.99451705     4.22   -68.86  9.3165  0.667
073.14546620 -21.57370122    -2.94    -9.25  9.2461  0.225
073.14740572 -43.06067467    29.52    54.06  8.0183  1.564
073.15903107 -30.66049616    -8.20   -13.01  7.7405  0.192
073.16950193 -35.99084197    -3.45    -2.87  9.0833  1.147
073.17273155 -25.77482087     8.07   -69.15  7.9124  0.446
073.18082275 -71.57294710    67.02   133.53  9.3300  0.480
073.19814783 -52.23122888    13.74   -19.44  9.0780  1.345
073.20670476 -25.35129983    16.95     5.25  8.6093  1.274
073.23025290 -57.19964981    16.21    15.54  9.0255  1.260
073.23998700 -61.38323245    -4.74     9.22  8.2133  1.229
073.25316316 -18.82445236    21.79   -14.30  9.5280  1.096
073.26514163 -44.56420220    -3.06    15.60  8.8470  1.253
073.27389238 -72.40833797   -46.15   271.15  6.3971  0.521
073.28711904 -63.61593820    21.65     9.04  8.0841  1.362
073.30087489 -20.77212082    -5.71    -6.15  7.0838  0.184
073.31437008 -78.14588172    21.36    25.97  8.5708  0.450
073.32040330 -38.14427950    27.92    14.10  7.0856  1.444
073.34815071 -21.66208455    -1.39   -15.47  9.0988  1.068
073.36655480 -72.76480279     2.80    -7.70  7.3887  0.237
073.37704025 -66.67543880     4.80    12.37  6.5211  1.640
073.37945242 -55.86048695   134.53    72.68 10.7127  1.580
073.38407452 -17.82709997    -2.27    -7.74  9.1340  0.354
073.40177110 -57.33202070     1.05   -22.82  7.9536  0.443
073.40349349 -52.32917380     8.86    17.22  8.0550  0.020
073.40598511 -26.08161461    -3.68    29.92  8.5577  1.195
073.40624023 -19.43362926    32.91     0.03 11.8132  0.000
073.43045657 -27.70144630   -12.24     0.62  8.1863  0.944
073.43033745 -68.71480076     1.90    -6.80 11.0146  0.094
073.43494187 -60.86133275    12.91     9.70  9.1941  1.449
073.45699968 -26.42915087    -3.19   -16.05  9.1449  1.039
073.45720746 -17.77185271   408.07  -642.82 10.9305  1.547
073.45802528 -83.86582570     5.35    17.59  9.1452  0.444
073.46121556 -26.43222942    -9.62     1.01 10.8658  0.617
073.47703106 -43.01368971    -1.62     9.45  9.2718  0.994
073.47762341 -33.63345878   197.88  -169.76 11.1674  1.006
073.48156574 -20.53950218   -31.91   238.90 10.1941  1.271
073.50341880 -61.71736615    -2.97    14.17  8.3567  1.427
073.51194395 -32.00207117    -4.06    -8.09  9.7597  0.500
073.51406004 -42.39363607     7.13    45.67  9.2638  0.524
073.51713349 -38.16288610   -11.47     7.28  6.9119  1.257
073.51716229 -35.40490086   126.89   157.15  7.7427  0.792
073.55938707 -69.21012223     2.69    -0.24 10.3525  1.518
073.56738248 -59.94353358    16.24    27.29  9.0591  0.965
073.58559010 -57.55066523    -1.48    -5.32  9.3191  1.651
073.58681735 -67.28546815    15.11    22.85  8.6356  1.640
073.58847471 -38.70573498    18.55    11.34  9.2833  1.160
073.62293114 -23.50440694     0.10    -3.96  8.2156  1.429
073.62723748 -60.41428449    -5.25     0.37  8.6398  0.394
073.63664181 -26.72894885     9.83    29.15  8.5822  1.205
073.63790840 -51.09909152   -37.76    -0.51  9.0754  0.515
073.63943774 -52.52361456   -16.99   -14.91  8.1319  0.228
073.64827473 -39.08914314    -3.70    27.93  7.9888  0.926
073.67002504 -29.04372565    -8.09     5.30 10.3642  0.753
073.66969314 -28.88119972    19.81    47.14  7.9254  1.147
073.67724459 -31.43311329     2.23  -270.91  8.1698  0.580
073.69194224 -46.36716066     2.24    20.57  9.5417  0.369
073.70224651 -20.38950117    36.69    -6.60  8.5588  0.474
073.70467175 -25.65287590   -26.96     3.36  8.4110  1.053
073.70590044 -29.56146629    25.71   -29.27  9.3623  1.016
073.71020643 -52.91522586    -0.84   -12.16  8.6618  0.462
073.72051596 -58.54781788   101.67    68.09  6.2113  0.442
073.72840923 -39.62866130    -5.92    21.95  6.2399  1.423
073.73896278 -66.75244919    -0.16    -1.81 10.8640  0.039
073.77017652 -41.06433240    11.50    -5.75  8.4806  1.304
073.77841991 -16.74064805     5.42    -8.26  5.8663  0.953
073.77841241 -62.79556847     9.80    75.07  8.0254  0.110
073.77915792 -59.11588569    17.85   -85.58  8.5848  1.145
073.78445995 -30.28617157    -0.63    10.55  7.6264 -0.018
073.78629439 -54.43081097    -4.18   -10.20  7.7036  1.073
073.78999270 -49.94543114    28.71   -35.78  8.3777  1.699
073.79387993 -63.95898843   -30.73    16.22  8.3624  0.498
073.79641514 -74.93700244    28.27    61.52  5.5916  1.518
073.83072000 -40.81614504     4.04    -1.28  8.6167  1.468
073.83359068 -39.75880490     3.78    14.39  8.9219  0.947
073.83827886 -34.84362728    12.07    18.48  8.3981  1.061
073.84000707 -67.43645987     3.38    -0.27 11.2570  0.149
073.84943514 -78.63271489    22.44   -50.82  8.5237  1.066
073.85382876 -73.76213196   -15.58    58.03  8.7215  0.408
073.85491161 -39.75464156    -1.75    74.65  8.0501  1.068
073.86803066 -35.62232779    19.77    12.28  8.8650  0.379
073.87571425 -25.72781210    15.12    22.24  6.7735  0.271
073.88269122 -18.57007090   -57.78   -11.28 10.7956  0.739
073.88523129 -69.96252329     1.28     1.74 10.1708  0.488
073.91010171 -23.24219552   -66.21   130.25  7.6162  0.606
073.92410716 -28.56336120   188.27  -227.97  8.2607  1.072
073.95789341 -30.32105799     1.29   -10.10  8.9912  1.533
073.95814976 -27.70454364     6.16   -14.50  8.5948  1.451
073.98605550 -30.85813104   103.56  -209.63 10.1378  1.146
074.02151429 -52.54729026    -3.29     5.78  8.8944  1.385
074.02253226 -64.58103528   -49.06    46.36  9.1871  0.769
074.03450648 -53.85686215   -19.40   -15.89  9.3701  0.960
074.03925722 -38.94049334    -1.63   -12.59  8.0354  1.537
074.05250395 -17.73627155    -0.50    -4.57  7.5194  0.774
074.05444975 -68.32320026    -3.20   -24.59  8.7779  0.944
074.06979299 -56.42669847     6.93    36.92  7.7122  1.294
074.07483211 -21.21708374    41.45   -59.59 10.9949  0.000
074.07559219 -51.04718684   182.18  -134.05  8.3996  0.770
074.10321941 -63.54663794    13.76    37.76  9.0059  1.213
074.11077387 -23.28804844    -1.30    48.08  8.1673  0.489
074.13554136 -53.02733165     6.59   -17.92  8.0424  1.334
074.13762462 -31.70686499    23.85    19.74  9.0782  1.123
074.14527962 -43.43248832    -0.96    -2.88  7.9574  1.568
074.15466563 -70.78229398    12.92    40.14  8.7896  1.066
074.16141466 -51.45207251    11.63    14.19  8.1801  0.900
074.16391203 -49.84632402    14.48    13.45  8.8451  0.430
074.17003009 -42.76237336     1.11    15.64  8.8427  0.518
074.17961844 -62.45247795     6.70   -13.45  8.3325  1.286
074.18141066 -46.53480732    -0.07   -20.00  8.1077  1.479
074.18924665 -48.43045754    14.20    80.16  9.5389  0.415
074.19262380 -33.39797762    61.03    22.12  9.3732  0.577
074.19615176 -69.84021399     0.39    -1.92 10.6700  0.165
074.20550482 -24.10238027     4.17     5.13  8.7710  1.583
074.20709128 -37.74999091     8.40    -8.07  9.7772  0.867
074.21162357 -70.92509359    -3.18     1.30  7.3302  0.966
074.21159039 -44.19255066    40.24    31.29  7.9931  1.150
074.21442318 -31.26183779    10.95   -11.02  9.4138  1.313
074.21722527 -56.39043210   -19.25   -32.08  8.3735  0.964
074.22089000 -52.84987050   -14.37     0.61  7.8114  0.173
074.23047567 -33.46366507    18.08    24.15  8.9254  1.066
074.24182563 -22.03809002     5.27    -3.70  8.7950  1.234
074.24505901 -41.98366459    25.66    17.54  7.9629  0.174
074.25041818 -46.70370161    23.39    32.16  8.9999  0.493
074.25724897 -25.07862313   182.58   -55.08 10.3976  0.555
074.26064586 -18.39371897    -7.12   -15.92  9.4180  0.409
074.27480487 -55.61241448     6.92    -8.17  8.5329  0.220
074.27707402 -65.01602351    11.16    43.76  7.2544  0.104
074.28115012 -58.06987172    -0.77    96.72  6.9050  0.425
074.29971488 -48.97340191     0.22   -28.48  8.7914  0.934
074.31335813 -31.88510600   -72.71   -33.30  9.8945  0.637
074.33443836 -37.89907376    36.55  -230.01  9.0739  0.649
074.37261089 -61.28856549   -90.76   142.07  8.4673  0.477
074.40590238 -54.17403164    -7.89   -11.45  8.4259  0.927
074.40890475 -47.27233680    19.01    18.14  8.7989  0.307
074.41897167 -43.03247942    74.06   -64.60  8.2931  0.121
074.43609634 -33.06888027    -9.87   -26.52  7.7575  1.612
074.44343484 -34.89229252    57.38    27.18  7.7657  1.148
074.44464269 -42.31837906    -0.24    -1.79  9.0149  1.054
074.44695834 -35.18987590     1.97    14.35  9.1340  1.043
074.45613838 -25.06042708     2.56     4.24  8.2998  1.342
074.46407449 -64.59840640    14.24     2.27  9.1727  1.480
074.47257656 -45.14823102     2.03     1.97  8.9771  0.954
074.49197783 -50.57581019    -5.85    -0.44  7.5789  0.975
074.49234920 -57.96740940   -31.58    -4.74  7.5425  0.070
074.50827542 -58.20823642    -4.59    -4.44  6.9965  1.499
074.51802228 -22.01954735   -11.39     1.16  7.5415  0.056
074.54347809 -16.78020184     8.50     8.03  6.7117  0.102
074.54814101 -26.37592472    -7.96    -5.87  9.0175  1.562
074.54885421 -40.55170669     4.73   134.01  9.2943  0.673
074.57477561 -75.27721119    -3.02    -2.96  8.2253  1.076
074.58288441 -44.82889612   -10.24   -19.47  9.0140  1.137
074.59596001 -25.95127570     4.78    10.49  9.9350  1.323
074.60605976 -44.57741576    11.16     5.71  8.3970  0.451
074.62747748 -78.18619669    32.04    40.63  8.4254  0.460
074.63032093 -55.47067079    14.16    24.99  9.0492  1.144
074.63273928 -40.90713317     3.85    -2.36  8.8359  1.368
074.63506072 -59.13174807     4.12   -33.40  7.9390  1.219
074.63532369 -54.17165695   -17.22   -80.51  7.8500  0.345
074.63842236 -28.88773032     0.10    -5.47  7.4636  1.612
074.64353540 -32.11186295    29.00    -7.40 10.3993  1.037
074.64317578 -27.06467896   -24.83    10.38  9.8284  0.910
074.67151384 -27.43831953    -2.47    -5.35  8.4041  0.228
074.68611222 -17.80687271    10.32    22.98  7.2115  1.315
074.68647505 -20.54748390    18.38   -39.27  9.4736  0.597
074.69071777 -47.32223595    -5.63    19.18  8.9004  0.924
074.70262658 -67.10170385    18.95    29.13  9.5184  1.060
074.70324951 -45.29045578     0.87    25.23  8.0131 -0.022
074.71244747 -82.47052257    -4.37     3.83  5.9969  0.932
074.72037513 -44.67706782    -0.44    19.99  8.9151  1.003
074.72903625 -61.10636462   -69.78  -184.52  8.8882  0.717
074.73339885 -43.69415241    40.53    49.52  8.4700  0.521
074.75120418 -43.39240631   -14.92   -45.96  8.0264  0.468
074.75599123 -16.37633674  -124.00   128.37  5.7535  0.447
074.77357193 -63.42503679    27.40    29.66  9.9724  0.638
074.77920490 -50.14203819    -2.44    10.45  8.7415  1.069
074.78640941 -28.44077881    -3.65    38.80  7.7656  0.867
074.78774303 -65.66770125     1.41     1.10 10.1363  0.898
074.81602662 -84.02255306     7.96    15.53  9.9897  0.391
074.82996427 -32.23925919    28.87    30.80  6.8608  1.295
074.83546271 -36.87175767   -49.37   114.44  7.2131  0.473
074.84735530 -39.87422540     2.20     7.01  9.9763  0.560
074.85272237 -50.29468490   -10.01  -240.25 11.0092  0.719
074.87136334 -33.58681644    -8.81   -37.67 10.0012  0.612
074.87350299 -49.45809909    22.32    -0.95  7.0740  0.375
074.89019695 -73.08251293     2.07   -13.84  9.5770  1.124
074.89945639 -25.36936830     3.86    -6.91  8.4134  0.363
074.90787268 -22.39914637    73.91   -66.02  7.9800  0.923
074.92351302 -49.12370972    -7.72     5.09  8.2677  1.018
074.93893503 -18.65648744    -0.45     6.49  8.2519  1.552
074.94340879 -21.39448470    14.38     7.76  9.5592  1.579
074.94646155 -32.07818000    -5.47   -23.10  9.9710  0.512
074.96412956 -36.62443854     5.36   -19.15  8.0698  1.047
074.96733795 -68.58202826   -13.15    21.25  8.1137  0.248
074.98556671 -29.57621722    -1.61     9.20  8.2380  1.150
074.99110581 -25.05456655     3.75    29.51  7.5029  0.388
075.00292930 -43.29353564     4.05    48.95  8.5915  0.468
075.00321980 -26.90581714    22.58    39.53  9.9533  0.529
075.00518349 -34.16688663     0.26    10.14  7.9130  0.000
075.01098025 -32.39743581    54.69    42.28  9.8259  0.608
075.01163496 -27.83259768   -68.22    55.42  9.3755  0.683
075.03231288 -41.04792047     7.42    13.54  8.0298  0.118
075.04761606 -31.70178243   -80.93  -175.51  9.1347  0.796
075.04881019 -37.99456988    -6.54     0.06  9.1383  0.976
075.05536630 -78.30001170   -18.43     0.94  6.4173  1.517
075.05696494 -57.60778635    13.30    18.19  8.0449 -0.008
075.07255709 -20.88134926    60.07   -60.10  9.3638  0.937
075.07596363 -48.40217939    -1.97     1.90  8.8354  1.342
075.08202125 -30.61332355    -1.24     3.41 10.3430  1.137
075.08849086 -35.75320066     2.54     2.81  9.3202  1.008
075.10474859 -34.34307810     8.72    21.42 10.2558  0.994
