#  
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-04-22T10:03:28 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.99+ (14-Oct-2013) 
#INFO -ref=VOTx36145 
#INFO MaxTuples=50000 
#INFO queryParameters=8 
#-oc.form=D.
#-source=I/311/hip2
#-c=207.91670996081834 -59.84812460577989,rd=60.0,eq=J2000
#-out=DErad
#-out=pmRA
#-out=pmDE
#-out=Hpmag
#-out=B-V
#
#INFO -c=207.916710-59.848125,rd=60. 
#

#RESOURCE=yCat_1311
#Name: I/311
#Title: Hipparcos, the New Reduction (van Leeuwen, 2007)
#Coosys J2000_1991.250: eq_FK5 J2000    
#Table I_311_hip2:
#Name: I/311/hip2
#Title: The Astrometric Catalogue
#---Details of Columns:
    DErad (deg)   (F12.8) Declination in ICRS, Ep=1991.25 [ucd=pos.eq.dec;meta.main]
    pmRA (mas/yr) (F8.2)  Proper motion in Right Ascension [ucd=pos.pm;pos.eq.ra]
    pmDE (mas/yr) (F8.2)  Proper motion in Declination [ucd=pos.pm;pos.eq.dec]
    Hpmag (mag)   (F7.4)  Hipparcos magnitude [ucd=phot.mag;em.opt.V]
    B-V (mag)     (F6.3)  Colour index [ucd=phot.color;em.opt.B;em.opt.V]
------------ -------- -------- ------- ------
-64.17228459   -16.87     2.05  5.3486  1.856
-48.44016087   -38.35    37.66  8.5066  1.046
-58.05550187    -5.99    -6.03  8.3691  0.705
-71.79789268   -41.97    14.07  8.9034  0.457
-48.98867118   -10.73     1.85  7.7848 -0.015
-60.09949319   -14.67    -0.69  8.1006 -0.084
-23.31775629  -207.06   157.43  9.6539  0.740
-22.25303378    -0.68    -4.24  8.3106  1.557
-65.17633479    53.67    37.12  6.4766  1.675
-13.79982971    10.78   -12.15  8.9887  1.402
-36.90529698   -22.11    15.99  8.2212  0.398
-45.36651743     7.06    16.60  9.6516  0.537
-28.47925680   -19.13     4.45  8.7318  1.222
-38.05908955     2.61    -9.69  7.3842  0.873
-57.61340793    -6.06     0.96  8.4993  0.681
-26.86687647    -9.73    10.99  8.8169  0.924
-35.02255246    -4.69    -5.63  8.7374  1.100
-30.53979503    31.55    -4.04  8.6849  0.452
-50.57051295   -11.46     3.87  9.6867  0.400
-40.96250289   -19.00    -8.37  7.5232 -0.006
-69.60966894   -11.42     6.66  8.8464  1.367
-52.76617041   -15.45     7.49  8.5066  1.100
-29.66385391   -59.70     9.52  5.7181  1.420
-80.51185459   -54.06    39.75  8.9839  0.928
-33.40882885   -18.12   -16.76  7.8414  0.269
-18.24394411  -168.98    20.17  8.4999  0.624
-32.94174740   -44.52   -19.84  7.5314  1.270
-66.46050325    -5.14     2.18  8.9279 -0.001
-37.50004875    -5.24    -2.84  9.4565  1.424
-30.60707105   -29.47     1.66  5.5682 -0.041
-43.05083229   -15.90     9.10  6.9169  1.583
-39.03878837   -33.09    10.00  9.1379  1.154
-22.24698157     3.84    -8.52  7.4414  0.077
-25.07641955   -22.51     6.97  8.8032  0.100
-22.04454187   -59.56    15.94  7.1948  0.281
-43.13576091    -6.51     8.43  8.7350  1.032
-54.06065228   -11.65     1.14  8.4968 -0.024
-42.34686535   -14.17    15.82  9.3306  1.136
-18.93678629   -33.09    -7.33  8.4729  1.198
-54.97820677     6.96   -12.23  7.4027  0.115
-62.71258415   -37.91    13.87  8.1997  0.382
-59.92423579    17.46   -13.43  8.6590  0.475
-43.12980830   -17.10     8.90  7.5016 -0.147
-71.56102558  -130.94    50.56  9.1692  0.561
-47.35427250   -19.94     6.93  8.3547  0.078
-32.20750934   -50.66    12.69  8.9889  1.034
-68.55203538    -4.95     4.09  7.9738 -0.029
-53.34358739   -11.63     0.23  8.0125 -0.006
-70.88817061   -32.95    27.01  7.1933  1.700
-66.98466659   -17.81     5.44  6.1980 -0.004
-62.48938483    -9.35     3.01  8.6490  0.016
-16.67444741   -26.27    -3.41  8.2990  1.127
-71.99271981    27.59   -30.73  4.7402  0.042
-48.18060867   -52.64    11.07  8.2183  1.133
-60.36538140   -35.76    -0.83  9.2346  0.457
-21.23666659  -449.07   -48.22  9.7508  1.163
-57.07738793    -5.62    -1.42  6.5861 -0.099
-63.55666610   -28.18     3.66  9.1705  0.426
-23.85131291     2.51    -4.44  8.4895  0.053
-39.06385980   -13.16     0.62  7.6249  0.838
-61.33649789    -7.42     4.67  7.5922 -0.045
-55.43427491   -10.91     3.91  8.5593  1.180
-61.35650689     2.77    13.41  6.4634  1.650
-66.80513930   -30.28    -3.04  8.6611  0.461
-54.48133812   -14.47     5.72  8.0575  1.521
-71.26988261     2.20    -4.44  9.0605  1.306
-25.22325326    -3.64    -9.45  8.5261 -0.075
-86.09067840     0.39    -2.57  6.6874  0.119
-35.77760741  -335.93    15.64 11.3128  1.446
-36.26119653   -22.51     3.24  8.9000  1.192
-26.48380219   -60.64    13.78  6.6298  0.534
-54.01326864   -19.88    10.97  8.0513 -0.035
-21.22596739   -71.16  -417.74  8.8539  0.552
-26.09575661   -23.47     5.60  8.4081 -0.076
-55.70636775   -18.66     9.13  9.0548  0.110
-44.36783629   -10.95     5.35  6.9932  0.861
-61.61346640   -13.46     5.71  8.0339 -0.057
-13.58846762   -34.09    -0.99  5.5885 -0.028
-26.86747171    35.93   -30.67  9.3816  0.692
-73.22150883    -7.00     7.66  5.0495  1.677
-58.70777427   -13.31     1.06  8.4522 -0.057
-84.22019883   -45.75    12.46  9.1677  0.447
-78.16531979  -145.92   136.96  8.6509  0.696
-24.17979309     9.81   -21.77  7.8289  0.385
-42.22085328   -18.27    -9.43  8.0824  0.122
-61.57634159    -5.42     3.67  8.2453  0.000
-67.70238718   -14.47     3.15  7.2530  0.040
-68.89725713   -20.45     1.66  7.4235  0.078
-53.25739058   164.89  -100.13  9.9223  0.954
-42.22933878   -14.01    -7.42  7.3453 -0.040
-68.96890936   -16.35     2.73  7.9388 -0.026
-27.65075036   -48.51    20.28  9.5848  0.211
-53.71599266  -419.27   209.18  4.9982  0.500
-45.38275544   -38.19     6.74  8.9268  0.435
-40.26873587    37.68   -56.92  8.3467  0.970
-51.60103402   -11.24     1.64  8.8723  0.920
-35.12817251   -31.00   -70.93  7.4097  1.117
-17.07655227   -33.63     0.71  8.2011  0.950
-45.99605486   -42.40     8.80  8.7013  0.364
-45.45431811    -5.75    -4.11  9.2721  0.284
-37.67147436   -28.52    -0.30 11.5951  1.355
-40.81097444    -6.16    -4.63  8.0045  1.419
-14.88508945   -33.19     2.95  7.1076  0.048
-66.45217889    -3.96    -0.21  8.6665 -0.017
-71.53654636     3.77    -7.85  9.4949  0.577
-57.31206835   -13.67     4.51  8.8783  0.067
-44.48484761   -11.03     4.52  7.1790 -0.144
-28.23709214   -81.55    -3.99  6.1475  0.501
-33.13742927   -95.97    27.44  9.3226  0.600
-63.94047098    -8.65     1.24  7.5500  0.215
-81.92110140   -13.47     6.68  7.0380 -0.067
-52.23196043   -18.98     3.04  7.1918 -0.054
-45.06965714   -17.79    -3.74  6.0502 -0.096
-45.06671251   -14.83     0.50  5.6460 -0.194
-54.76145425   -35.09    13.48 10.0371  0.390
-34.27585631   210.62  -371.70 11.3116  1.343
-39.18027453   -86.43    -4.37  9.4341  0.671
-61.68536026   -17.01    11.50  3.3225 -0.089
-54.97038917    -6.88     4.34  8.9180 -0.027
-70.08425319    -6.75     0.98  8.5670  0.461
-49.45081924   -56.47    44.18  8.5101  0.412
-31.84048570     2.94     4.27  8.5535  0.588
-29.27756559   -16.58     6.76  9.4635  0.035
-59.84876517    -5.73     4.29  8.7346  0.837
-56.11149410   -33.21    19.05  8.6459  1.261
-58.54584982   -15.54     0.35  7.3315 -0.110
-41.17645843     1.70    13.44 12.4647  0.000
-59.60412200    -9.00     5.37  8.5899  1.026
-50.63391211   -21.53     6.81  9.2707  1.053
-23.60181608   -25.61     3.82  7.6371 -0.017
-14.39064082    -8.05     7.41  8.6789  1.024
-59.86580567   -14.14    -8.08  7.8486  0.295
-81.61581527   -11.54    17.52  7.5504  0.991
-29.04475915   -23.17    11.79  8.3811  0.740
-72.42810557   -57.68   -45.83  8.5250  0.599
-44.61845023   -13.40   -22.34  6.0673  0.920
-72.44133906   -56.99   -46.58  9.1606  0.696
-36.74115362  -332.50    32.46 11.7871  1.257
-16.95851435   -20.09   -86.78  7.7465  0.618
-53.14008384   -15.88    10.23  7.9370  1.120
-32.55962320   -14.76   -42.92  7.8973  0.999
-19.20158397   133.34   -69.24  8.2643  0.505
-43.62762865   -11.07     0.82  7.9682  0.995
-41.45557570    97.60    -7.76 11.3014  0.900
-58.66675024    -7.01     2.01  6.0751  0.290
-50.13591374     4.84    26.74  8.5733  0.630
-33.36962621   -29.59    -6.44  8.1638  1.107
-26.60945323    -6.92     1.89  7.5906  1.640
-81.16289303   -20.01    -4.82  7.8200  0.124
-22.52761029   -30.00    -1.19  6.9669 -0.028
-47.43577062   -16.81    11.88  9.1313  0.908
-47.00336936   -24.38     6.40  5.1802  1.045
-39.93074032   -15.16     1.69  7.8934  0.026
-76.03903097    -6.17   -36.93  8.2725  1.209
-15.81808114    -4.16    -1.10  9.4371  0.200
-14.75278380   -12.72    -2.74  8.2528  1.100
-59.77891247   -19.64    10.42  8.3283  0.013
-52.96718152   -28.70    -9.31  9.2109  1.043
-57.56561139   -37.79    22.46  9.2391  0.527
-58.49864554    -5.83     3.21  8.3218  0.636
-25.49912420    -9.30     1.90  9.0420  1.563
-48.12685266    10.75     5.25  9.3524  0.618
-13.40422988   -21.83    -4.07  6.6641  1.416
-26.81422198   -49.75   -18.32  9.1915  0.639
-55.38688472   -13.29    -1.04  6.8418  0.990
-55.38069502    -8.89     5.89  7.3386  0.040
-83.36252223     0.44    -4.15  8.7935  1.319
-38.91458919   -11.87     1.40 10.0150  0.031
-22.58472271     1.27    -8.35  8.4225  1.424
-58.19015735    -7.29     3.04  6.2022  0.325
-47.85908250   -21.96     5.45  8.9261  0.126
-65.36842705   -14.82     3.07  8.0331  0.006
-60.12779452    -6.52     1.15  8.8579 -0.005
-20.18121725   -18.73    -0.02  8.4903  0.387
-40.23836880    24.01   -28.30  6.8388  0.918
-46.97592048   -22.42     6.50  7.0711 -0.092
-46.98344602   -25.12    14.78  9.9158  0.210
-65.04122285   -13.54     1.80  8.9991  0.290
-51.09699354   -25.32    -9.43  9.7629  0.551
-27.34963132   -26.79   -22.07  7.5761  1.339
-17.82638054  -190.48    26.48  8.3514  0.647
-50.24653186   -65.79    -3.18  8.0902  1.000
-34.97859855   -29.59     8.64  9.2072  0.930
-80.51690617     7.27    58.65  7.2793  0.415
-29.53396834  -377.21   182.94  9.5804  0.906
-23.74521614   -10.01    20.35  5.1978  1.596
-44.00874972   -25.63     3.14 11.8940  0.000
-65.39840158   -50.50    32.96  9.0092  0.634
-85.28156919   -16.51    13.13  7.8251  1.160
-52.18180797    -7.11     1.49  9.3781  0.990
-45.74180779  -127.47    29.60  8.3623  0.481
-68.45934375     0.12     0.55  8.5093  1.490
-60.98762881    -8.63    -0.11  6.3865  1.399
-24.30212980   -54.46    -7.61  7.9760  0.430
-86.37090934    77.40   -19.07  8.1365  0.441
-56.97956904   -19.38    10.96  8.2083  1.083
-37.38680279   -17.13     3.46  6.9136  0.023
-71.16491489   -71.27    26.68  9.4021  0.591
-46.48499048    -7.75     0.97  8.3823  1.028
-78.12260528  -223.09    85.37  9.9738  0.902
-72.47357055   -15.09     5.01  8.4288  0.994
-26.33018738    -5.01     7.02  8.5382  0.042
-49.26551845    -5.35     4.75  8.6158  1.522
-50.25603469    -0.91   -12.40  9.0656  0.917
-37.35418363   -47.34    32.76  8.3412  0.609
-38.12874914   -31.00     4.87  7.7712  1.091
-22.00880144     9.50    -9.20  9.5159  1.412
-41.74959965   -12.53     7.91  7.7161  1.342
-42.09477161    -0.71    -0.43  8.6404  1.548
-33.76496878     2.50    -2.91  8.4812  1.068
-22.20328739   -24.17    -5.84  7.6856  0.800
-58.15613032    -7.12     3.39  8.1302 -0.038
-67.16548923   -16.20     1.68  8.7073  0.053
-31.34607206    64.96   -86.20  7.4660  0.443
-18.32359020    -8.91    -3.75  9.2790  0.904
-25.09626929   -31.39     5.91  8.5340  0.435
-79.91678324    -5.96    -3.26  9.3461  1.579
-13.78752268   117.77  -175.63  9.8535  0.877
-35.27006659     8.71    -3.06  9.0714  1.432
-74.36244038  -201.27   193.09 10.8520  0.000
-64.13402428   -17.75     7.30  7.4497  0.047
-23.17633030   -98.03    33.66  6.2055  0.496
-64.12876427   -25.57    17.35  8.1838  0.243
-36.52832010    -7.07    32.26 10.7884  1.238
-26.38174410   -42.00    -3.04  7.7796  1.144
-57.82863581    -6.18    -4.61  8.7759  0.032
-45.89522885   -43.89    51.45  7.6037  0.392
-57.67712608   -21.33    -2.23  6.9948  0.861
-55.40974041   -67.90   -45.80  7.3518  0.815
-69.35143375     1.95   -17.06  6.9144  1.715
-44.55822018     6.36   -33.96  9.6590  0.651
-70.61371279   -14.19     2.37  8.2229  0.037
-51.93963683    -5.83     2.27  9.5567  0.043
-43.66466232   -46.55    30.55  6.2529  0.940
-30.33745919    -3.21     1.69  8.8743  1.182
-39.56259683   -31.02     3.50  5.3747  3.015
-64.22117605   -16.64     0.64  8.7222  0.009
-43.05234990   -68.49    22.25  8.7140  0.425
-75.07008745    -7.45    10.68  8.7535  0.271
-17.19652670   -31.58     5.51  8.4274  0.278
-12.85926894   -49.58   -73.81  6.8717  0.365
-50.17920192    19.26   -29.82  7.8118  1.510
-76.30900447   -17.28     7.47  6.4604  1.205
-20.39308200   -22.93    17.03  9.1779  1.135
-37.36141704   -33.50    10.18  7.1975  0.215
-78.60781362   -37.61    11.08  4.2102  1.580
-74.60028543   -44.02     4.32  8.8570  1.672
-69.81745670   -31.26     9.93  7.7686  0.031
-51.98602781    -0.21    -5.45  9.5321  0.090
-36.38671531   -10.27     2.12  8.8922  0.736
-64.29073725   -16.88     1.76  8.9567  0.023
-57.55763549   -15.93     0.49  4.5941  1.604
-43.78701012   -22.57     5.44  8.3488  0.195
-39.59129045   -24.30     2.07  8.9405  0.413
-18.56900632     5.41    11.52  6.5407  0.199
-13.00025656     7.18    -6.19  7.7455  1.024
-35.57181558    -0.20    -1.18  9.2201  1.026
-58.19289036    -7.70     3.58  6.7373  0.042
-67.05689423   -14.05    -7.91  9.3812  1.021
-13.95654664   -93.77   -43.05  7.5492  0.491
-46.51596371   -10.81    -2.40  8.4554  1.050
-17.37314325     5.96    -3.59  7.9083  1.629
-54.29250523   -14.66     5.94  8.6341 -0.012
-58.22429028    -7.98     3.29  6.5128  0.009
-50.14291784   -28.43    13.29  9.9558  0.250
-51.42848054    -6.80    10.44  8.1175  1.447
-49.23108188   -13.52     5.48  7.0027  0.130
-75.79322881   -62.09    26.80  7.5828  1.187
-21.44877394   -16.59     2.93  9.1681  0.279
-53.94961633     7.73    -4.67  8.8576  1.100
-11.91268026   142.39  -260.05  8.1688  0.855
-26.67528549     1.54   -80.62  6.4003  0.475
-34.91411665  -105.79  -145.74 10.4841  0.748
-51.87136492   -11.02     6.47  8.5417  0.977
-56.73308604   -25.23     6.61  9.1019  1.003
-56.04324990    -5.01     4.51 10.8184  0.000
-57.86293169    -8.85     3.08  7.8482  1.871
-36.36700358    29.50     6.54  8.4118  0.640
-50.14732068   -16.92     4.12  9.5482  0.168
-31.34818329    47.03   -58.84  8.5779  0.553
-16.34433277   -29.14     2.31  6.0942  1.638
-70.72616056   -64.14    46.75  8.8486  0.612
-47.84993990  -113.88    22.16  7.4338  0.580
-61.01257626    -5.43     4.52  9.5947  0.890
-32.83104217    -2.86     2.50  8.6875  0.240
-59.56429539   -40.02   -39.43  5.2470  1.172
-72.50829007   -33.62     6.32  8.0090  0.179
-47.91026609    -9.12     1.17  7.6827 -0.058
-54.84438627   -52.28    13.93  9.5854  0.352
-30.81667979   -42.31     0.75  9.0851  1.154
-24.56586585     2.21    -3.04  9.3434  1.089
-31.83302649    15.60    -5.24  8.6455  1.573
-82.92283289   -12.91    -0.59  8.8903  0.050
-55.36698555   -48.80     7.55  8.7519  0.650
-26.73278410   -38.98    19.20  7.7974 -0.118
-28.45424336  -224.11    -8.93 12.1019  1.464
-13.84334009  -163.87    23.87  8.8524  0.920
-68.24179510    -6.24     3.48  9.3839  0.043
-12.22848685   268.46  -672.57  5.8223  0.528
-59.19033475   -14.85     2.16  7.0095 -0.104
-28.77183693   -36.19     9.71  6.8660  0.066
-33.27254977   -32.04   -22.60  7.1674  0.089
-36.86393321   -54.57    74.23  8.5188  0.602
-59.16796062   -16.21     1.45  7.5179 -0.094
-27.65637386   -31.55     8.71  6.7796  1.523
-47.25497271     2.45     1.81  7.3744  0.934
-38.45605605     2.77    -3.20  8.0332  0.058
-19.89301026   -31.01   -46.37  8.6007  1.039
-22.66524202    11.83   -16.02  7.0969  1.548
-41.34113218    -9.05    -4.40  7.1737  1.212
-71.69163561   -51.99    26.51  7.0847  1.083
-55.19532825   -89.45    25.79  8.1652  0.632
-42.68566010   -12.04     4.67  9.1437  0.981
-11.74853848   -64.29   -32.70  6.5981  0.291
-45.48110013   -23.67     9.95  7.9076  0.950
-31.76270999   -28.95     6.42  6.9205  1.367
-27.41268639  -113.62    21.27  4.9627  1.626
-29.85503583    -2.10  -169.11 13.0010  0.000
-47.88821716   -16.65     1.07  7.7515 -0.062
-70.83998070   -14.14     2.58  8.5155  1.042
-53.85526514   -11.21     2.65  6.3767 -0.150
-48.22561637  -133.41    -1.82  3.9098  0.300
-49.24740668    -4.53    -1.48  8.4048  1.596
-69.36257684   -24.68     3.66  8.3119  0.098
-51.81206299     5.23   -68.75  9.2239  0.642
-43.52339860   -82.52    15.50  7.2673  0.366
-29.98461173    90.40   -25.50  8.6727  0.576
-12.39401949   -13.77    30.88  7.0170  1.356
-58.73334693    -8.17     3.80  5.5513  0.500
-46.32908786    63.16   -25.24  8.3623  0.947
-13.38445080    42.59   -37.72  4.9456  2.800
-19.35624092   -21.97     2.71  8.9885  0.345
-23.38218730   -53.80   -13.45  7.5243  1.042
-45.91966056    -0.55    -7.41  8.7206  1.055
-28.06878777     7.01    -2.78  8.0731  0.095
-17.82066115     4.23    -7.10  8.5631  0.043
-85.19455558   -17.82     1.73  7.8373  0.018
-35.72002185   -11.99    -5.28  7.0141  0.004
-47.30835141   -38.55    14.60  9.1534  0.404
-29.09765029   -37.13    10.65  8.1437  0.189
-46.26821070   -26.83    41.02  8.2268  1.226
-17.73486108    -8.39    -0.29  7.8839  0.255
-12.94431625   -42.07     7.75  8.1377  0.191
-57.25631105   -16.15     1.74  5.8482 -0.128
-63.05521298    -6.39     2.41  7.6718  0.380
-23.54967569  -156.84  -137.76 10.3902  1.030
-60.54899510   -14.63     7.11  7.8859  1.588
-68.16753214    10.96    -3.42  9.3613  1.205
-43.90751538   -20.67     7.77  8.7381  1.015
-49.01669107   -13.47     2.60  8.2709  0.128
-41.06795258    22.08   -29.39  7.9327  1.187
-65.04196355   -17.45    11.75  6.7091 -0.075
-86.89721075   -36.76    35.00  7.6560  0.770
-69.27363655   -10.79     5.21  7.9890  0.088
-79.51006920   -49.67    30.08  7.8786  0.278
-36.28584076    -5.76    -1.13  8.9694  0.197
-14.10670817   -31.74    16.78  8.7695  1.086
-28.11165784   -42.82     7.73  9.1790  0.472
-70.30984706   -12.02     7.57  7.6589 -0.061
-48.06228068    25.70   -20.22  8.8352  1.032
-17.88717790    72.13   -56.64  7.9821  0.548
-16.87663682   -98.92    25.84  5.0625  0.922
-57.61923104    -7.62     2.64  8.5949  0.775
-13.75932160    18.91  -250.58  9.5496  0.802
-55.73297257   -55.27    31.64  9.3911  0.480
-31.75538421  -201.56    88.75 11.8350  1.346
-69.53548067   -19.64    10.14  9.5229  0.353
-49.74215690    -9.64     2.92  8.0048  1.724
-52.76427532   -13.25     7.57  7.9343  0.035
-34.48654254     0.28   -11.22  8.7635  1.086
-59.18299905   -15.08     1.90  4.8515  1.562
-59.26241959   -14.72     0.38  6.4676 -0.098
-83.10873647  -265.34   194.85  8.9731  0.667
-20.57744716   -28.67   -25.55  8.4503  0.387
-59.17922692   -15.48     0.19  7.6718  0.100
-31.72917426   -15.34     3.56  8.8798  0.853
-40.67204271    -1.66   -31.43  7.6512  0.287
-15.72979635   -23.27     9.91  7.8545  1.020
-42.75341357   -19.32   -11.55  6.2405  0.661
-12.44364230   -46.51     9.60  6.0489 -0.007
-19.60047697   -14.65    -6.79  8.6110  0.975
-64.49803932   -15.57    10.08  6.9785  0.023
-53.60284988   -20.86     8.40  7.8961 -0.088
-51.27707041   -28.73   -12.56  9.6227  0.552
-58.81688577   -76.51    14.02  6.0359  1.692
-55.11377980   -31.85    14.06  7.0815  0.083
-75.15749688   -30.73     2.19  6.8039  0.169
-64.97498215   -17.97    10.65  7.5875  0.045
-58.81561138   -56.05    16.52  8.6107  0.273
-44.85005631   -17.70     1.60  8.5225  0.053
-61.64655373    -4.13     2.92  9.9517  0.027
-61.79270014   -10.59     6.38  7.6864  1.376
-33.94308718   -32.06    10.32  8.1804  0.466
-25.85132955    45.63   -51.95  7.2949  0.456
-54.86124080   -13.96     9.23  7.6117  1.558
-42.13396471   -31.17    -9.35  9.5243  0.544
-73.55979891   -13.22     5.23  8.6269  0.065
-74.49338396   -19.04    -0.42  6.1832  1.683
-36.67718392   -47.56    15.26  6.8466  0.908
-55.60327911   -18.80     4.85  4.4504  1.025
-37.44050647     4.84    -4.94  7.8924  0.069
-61.15244941    -5.01     3.64  9.2285  1.081
-66.66021115    -7.25     2.00  8.0740  0.172
-64.11181312   -16.16    10.29  6.3086 -0.072
-55.98980837   -15.36    -2.22  7.0808 -0.100
-67.16541367   -38.88     1.07  7.6064  0.938
-32.81372540    16.34   -17.35  8.3863  1.132
-20.84994386   -73.26    56.49  8.7502  0.538
-62.27422993    50.67    -7.79  8.6486  0.661
-37.81149735   -11.59     7.34  8.2443  0.899
-65.08333047   -16.84    10.00  8.9784  0.444
-75.63233745     3.45    15.58  9.5090  0.657
-63.69277572    12.47   -34.74  8.6922  0.420
-39.96143328    -6.93    -5.35  8.4118  1.335
-57.46129780    -7.70     3.78  8.4062 -0.052
-12.99424898   -31.59     3.83  7.5840  0.222
-37.43323344   -15.12     3.01  7.6378  1.477
-22.53058169    -1.60    -5.29  7.2842  1.069
-37.92011331   189.45  -133.32 11.0518  1.529
-60.91100120    -5.84     2.27  9.4862  0.100
-73.19039462     2.13   -10.16  8.6841  0.443
-51.06035010   -46.66    34.19  9.2907  0.470
-33.61279794    -9.05     1.36  7.4273  1.300
-41.06490955    38.35   -80.05  9.1922  0.701
-56.27784683   -13.64     3.57  8.1013 -0.060
-52.28412685   -34.80     3.74  6.8922  0.021
-49.27972019   -25.69    28.42  7.0798  1.580
-53.45859089    -4.30    -0.28  8.8823  0.434
-16.32873463    87.19   -99.83  9.1097  0.680
-23.62464199    35.36   -42.81  7.8811  0.356
-60.80377265   -23.64    -6.72  9.5356  0.410
-44.22272686    -4.64   -20.41  9.5253  0.000
-66.13902689    10.99   -15.25  9.4612  1.249
-43.08068309   -12.10    -6.69  9.0312  0.347
-16.37213480   147.54  -102.34  7.8500  0.610
-65.10024018   -16.91    13.00  5.4585 -0.158
-46.97553767    -2.42    -4.11  8.8462  0.209
-11.57084357     1.40    -5.86  9.2544  1.478
-18.78947835   -19.19     5.53  9.0701  1.054
-45.05491169    -8.28     0.60  7.6518  0.096
-47.16026500   -24.67     6.63  6.9748 -0.070
-38.81844362    -4.24     1.88  9.2689  1.289
-29.50627060  -212.06   -40.65 11.8995  1.463
-39.93429159   -12.15     1.09  9.9608  1.580
-13.28102082   -25.64   -51.62  8.4928  0.462
-46.08334223   -19.52     4.90  8.0891  0.011
-18.61822072   -10.07    -0.16  9.4064  1.652
-57.18056710  -115.41   -24.97  8.1558  0.800
-39.95831658  -256.13   241.39 10.9607  0.929
-78.49251036    -9.18    -3.82  9.0663  1.464
-50.99051921   -55.67    20.59  9.0846  1.600
-39.00785993    46.97   -88.60 10.5801  0.654
-43.75739029   -15.38    -8.79  8.0780  0.600
-64.65321836   -17.05    11.64  6.8140 -0.023
